Song,Artist,Date,Streams,Rank
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-09,"1,112",8
Say You Won't Let Go,James Arthur,2017-02-09,"1,101",9
Starboy,"The Weeknd, Daft Punk",2017-02-09,"1,095",10
Solo Dance,Martin Jensen,2017-02-09,"1,031",11
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-09,"1,031",12
Shape of You,Ed Sheeran,2017-02-10,"4,021",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-10,"1,860",2
Paris,The Chainsmokers,2017-02-10,"1,755",3
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-10,"1,387",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-10,"1,368",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-10,"1,305",6
Castle on the Hill,Ed Sheeran,2017-02-10,"1,240",7
Say You Won't Let Go,James Arthur,2017-02-10,"1,157",8
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-10,"1,133",9
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-10,"1,014",10
Solo Dance,Martin Jensen,2017-02-10,"1,009",11
Shape of You,Ed Sheeran,2017-02-11,"3,862",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-11,"1,973",2
Paris,The Chainsmokers,2017-02-11,"1,813",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-11,"1,395",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-11,"1,388",5
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-11,"1,327",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-11,"1,248",7
Castle on the Hill,Ed Sheeran,2017-02-11,"1,232",8
Say You Won't Let Go,James Arthur,2017-02-11,"1,133",9
Starboy,"The Weeknd, Daft Punk",2017-02-11,"1,106",10
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-11,"1,097",11
Solo Dance,Martin Jensen,2017-02-11,"1,092",12
Issues,Julia Michaels,2017-02-11,"1,079",13
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-11,"1,057",14
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-11,"1,016",15
Shape of You,Ed Sheeran,2017-02-12,"3,489",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-12,"1,881",2
Paris,The Chainsmokers,2017-02-12,"1,714",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-12,"1,422",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-12,"1,400",5
Say You Won't Let Go,James Arthur,2017-02-12,"1,287",6
Castle on the Hill,Ed Sheeran,2017-02-12,"1,238",7
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-12,"1,180",8
Issues,Julia Michaels,2017-02-12,"1,150",9
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-12,"1,101",10
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-12,"1,053",11
Shape of You,Ed Sheeran,2017-02-13,"3,411",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-13,"1,836",2
Paris,The Chainsmokers,2017-02-13,"1,503",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-13,"1,317",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-13,"1,241",5
Castle on the Hill,Ed Sheeran,2017-02-13,"1,131",6
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-13,"1,023",7
Say You Won't Let Go,James Arthur,2017-02-13,"1,015",8
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-13,"1,004",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-13,"1,002",10
Shape of You,Ed Sheeran,2017-02-14,"3,764",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-14,"2,115",2
Paris,The Chainsmokers,2017-02-14,"1,780",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-14,"1,480",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-14,"1,366",5
Castle on the Hill,Ed Sheeran,2017-02-14,"1,228",6
Issues,Julia Michaels,2017-02-14,"1,214",7
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-14,"1,182",8
Say You Won't Let Go,James Arthur,2017-02-14,"1,172",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-14,"1,134",10
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-14,"1,086",11
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-14,"1,060",12
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-14,"1,046",13
Shape of You,Ed Sheeran,2017-02-15,"3,484",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-15,"1,898",2
Paris,The Chainsmokers,2017-02-15,"1,693",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-15,"1,449",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-15,"1,328",5
Castle on the Hill,Ed Sheeran,2017-02-15,"1,179",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-15,"1,167",7
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-15,"1,108",8
Say You Won't Let Go,James Arthur,2017-02-15,"1,078",9
Issues,Julia Michaels,2017-02-15,"1,070",10
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-15,"1,057",11
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-15,"1,017",12
Shape of You,Ed Sheeran,2017-02-16,"3,452",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-16,"1,876",2
Paris,The Chainsmokers,2017-02-16,"1,594",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-16,"1,534",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-16,"1,287",5
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-16,"1,186",6
Castle on the Hill,Ed Sheeran,2017-02-16,"1,165",7
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-16,"1,126",8
Say You Won't Let Go,James Arthur,2017-02-16,"1,112",9
Issues,Julia Michaels,2017-02-16,"1,112",10
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-16,"1,065",11
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-16,"1,029",12
Shape of You,Ed Sheeran,2017-02-17,"3,711",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-17,"2,122",2
Paris,The Chainsmokers,2017-02-17,"1,824",3
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-17,"1,582",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-17,"1,541",5
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-17,"1,356",6
Issues,Julia Michaels,2017-02-17,"1,254",7
Castle on the Hill,Ed Sheeran,2017-02-17,"1,227",8
It Ain't Me (with Selena Gomez),Kygo,2017-02-17,"1,184",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-17,"1,166",10
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-17,"1,156",11
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-17,"1,155",12
Say You Won't Let Go,James Arthur,2017-02-17,"1,113",13
Solo Dance,Martin Jensen,2017-02-17,"1,095",14
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-17,"1,078",15
Starboy,"The Weeknd, Daft Punk",2017-02-17,"1,028",16
Shape of You,Ed Sheeran,2017-02-18,"3,862",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-18,"2,180",2
Paris,The Chainsmokers,2017-02-18,"1,873",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-18,"1,619",4
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-18,"1,552",5
It Ain't Me (with Selena Gomez),Kygo,2017-02-18,"1,424",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-18,"1,323",7
Castle on the Hill,Ed Sheeran,2017-02-18,"1,272",8
Issues,Julia Michaels,2017-02-18,"1,270",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-18,"1,261",10
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-18,"1,244",11
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-18,"1,236",12
Say You Won't Let Go,James Arthur,2017-02-18,"1,119",13
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-18,"1,112",14
Solo Dance,Martin Jensen,2017-02-18,"1,091",15
Starboy,"The Weeknd, Daft Punk",2017-02-18,"1,072",16
Shape of You,Ed Sheeran,2017-02-19,"3,214",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-19,"1,831",2
Paris,The Chainsmokers,2017-02-19,"1,542",3
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-19,"1,531",4
It Ain't Me (with Selena Gomez),Kygo,2017-02-19,"1,521",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-19,"1,334",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-19,"1,208",7
Issues,Julia Michaels,2017-02-19,"1,188",8
Castle on the Hill,Ed Sheeran,2017-02-19,"1,117",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-19,"1,047",10
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-19,"1,030",11
Shape of You,Ed Sheeran,2017-02-20,"3,254",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-20,"1,857",2
Paris,The Chainsmokers,2017-02-20,"1,598",3
It Ain't Me (with Selena Gomez),Kygo,2017-02-20,"1,575",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-20,"1,463",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-20,"1,300",6
Issues,Julia Michaels,2017-02-20,"1,153",7
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-20,"1,146",8
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-20,"1,136",9
Castle on the Hill,Ed Sheeran,2017-02-20,"1,117",10
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-20,"1,091",11
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-20,"1,047",12
Solo Dance,Martin Jensen,2017-02-20,"1,047",13
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-20,"1,019",14
Say You Won't Let Go,James Arthur,2017-02-20,"1,003",15
Shape of You,Ed Sheeran,2017-02-21,"3,321",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-21,"1,926",2
Paris,The Chainsmokers,2017-02-21,"1,629",3
It Ain't Me (with Selena Gomez),Kygo,2017-02-21,"1,604",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-21,"1,432",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-21,"1,321",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-21,"1,209",7
Issues,Julia Michaels,2017-02-21,"1,159",8
Castle on the Hill,Ed Sheeran,2017-02-21,"1,089",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-21,"1,087",10
Solo Dance,Martin Jensen,2017-02-21,"1,054",11
Say You Won't Let Go,James Arthur,2017-02-21,"1,005",12
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-21,"1,001",13
Shape of You,Ed Sheeran,2017-02-22,"3,224",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-22,"1,804",2
It Ain't Me (with Selena Gomez),Kygo,2017-02-22,"1,582",3
Paris,The Chainsmokers,2017-02-22,"1,567",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-22,"1,395",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-22,"1,335",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-22,"1,143",7
Issues,Julia Michaels,2017-02-22,"1,136",8
Castle on the Hill,Ed Sheeran,2017-02-22,"1,119",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-22,"1,112",10
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-22,"1,025",11
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-22,"1,018",12
Say You Won't Let Go,James Arthur,2017-02-22,"1,010",13
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-22,"1,005",14
Shape of You,Ed Sheeran,2017-02-23,"3,435",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-23,"1,953",2
Paris,The Chainsmokers,2017-02-23,"1,861",3
It Ain't Me (with Selena Gomez),Kygo,2017-02-23,"1,849",4
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-23,"1,511",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-23,"1,490",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-23,"1,358",7
Issues,Julia Michaels,2017-02-23,"1,340",8
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-23,"1,262",9
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-23,"1,208",10
Castle on the Hill,Ed Sheeran,2017-02-23,"1,193",11
Say You Won't Let Go,James Arthur,2017-02-23,"1,124",12
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-23,"1,112",13
Solo Dance,Martin Jensen,2017-02-23,"1,107",14
Cold,"Maroon 5, Future",2017-02-23,"1,073",15
Believer,Imagine Dragons,2017-02-23,"1,044",16
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-23,"1,014",17
Shape of You,Ed Sheeran,2017-02-24,"3,533",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-24,"2,085",2
It Ain't Me (with Selena Gomez),Kygo,2017-02-24,"1,879",3
Paris,The Chainsmokers,2017-02-24,"1,701",4
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-24,"1,632",5
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-24,"1,514",6
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-24,"1,497",7
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-24,"1,408",8
Issues,Julia Michaels,2017-02-24,"1,213",9
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-24,"1,187",10
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-24,"1,177",11
Castle on the Hill,Ed Sheeran,2017-02-24,"1,138",12
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-24,"1,113",13
Solo Dance,Martin Jensen,2017-02-24,"1,070",14
Say You Won't Let Go,James Arthur,2017-02-24,"1,064",15
Starboy,"The Weeknd, Daft Punk",2017-02-24,"1,063",16
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-24,"1,050",17
Believer,Imagine Dragons,2017-02-24,"1,012",18
Shape of You,Ed Sheeran,2017-02-25,"3,677",1
It Ain't Me (with Selena Gomez),Kygo,2017-02-25,"1,965",2
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-25,"1,928",3
Paris,The Chainsmokers,2017-02-25,"1,782",4
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-25,"1,763",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-25,"1,511",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-25,"1,375",7
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-25,"1,310",8
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-25,"1,240",9
Issues,Julia Michaels,2017-02-25,"1,233",10
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-25,"1,211",11
Castle on the Hill,Ed Sheeran,2017-02-25,"1,135",12
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-25,"1,133",13
Solo Dance,Martin Jensen,2017-02-25,"1,075",14
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-25,"1,059",15
Cold,"Maroon 5, Future",2017-02-25,"1,057",16
Say You Won't Let Go,James Arthur,2017-02-25,"1,026",17
Starboy,"The Weeknd, Daft Punk",2017-02-25,"1,006",18
Shape of You,Ed Sheeran,2017-02-26,"3,175",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-26,"1,706",2
It Ain't Me (with Selena Gomez),Kygo,2017-02-26,"1,704",3
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-26,"1,614",4
Paris,The Chainsmokers,2017-02-26,"1,519",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-26,"1,392",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-26,"1,215",7
Issues,Julia Michaels,2017-02-26,"1,158",8
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-26,"1,121",9
Castle on the Hill,Ed Sheeran,2017-02-26,"1,086",10
Believer,Imagine Dragons,2017-02-26,"1,019",11
Shape of You,Ed Sheeran,2017-02-27,"3,332",1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-27,"1,783",2
It Ain't Me (with Selena Gomez),Kygo,2017-02-27,"1,769",3
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-27,"1,733",4
Paris,The Chainsmokers,2017-02-27,"1,616",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-27,"1,450",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-27,"1,215",7
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-27,"1,190",8
Issues,Julia Michaels,2017-02-27,"1,144",9
Castle on the Hill,Ed Sheeran,2017-02-27,"1,112",10
Believer,Imagine Dragons,2017-02-27,"1,078",11
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-27,"1,068",12
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-27,"1,063",13
Shape of You,Ed Sheeran,2017-02-28,"3,211",1
It Ain't Me (with Selena Gomez),Kygo,2017-02-28,"1,914",2
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-28,"1,831",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-28,"1,801",4
Paris,The Chainsmokers,2017-02-28,"1,683",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-28,"1,463",6
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-28,"1,287",7
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-28,"1,262",8
Issues,Julia Michaels,2017-02-28,"1,253",9
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-28,"1,130",10
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-28,"1,099",11
Castle on the Hill,Ed Sheeran,2017-02-28,"1,084",12
Cold,"Maroon 5, Future",2017-02-28,"1,076",13
Solo Dance,Martin Jensen,2017-02-28,"1,008",14
Believer,Imagine Dragons,2017-02-28,"1,002",15
Shape of You,Ed Sheeran,2017-03-01,"3,454",1
Something Just Like This,"The Chainsmokers, Coldplay",2017-03-01,"1,975",2
It Ain't Me (with Selena Gomez),Kygo,2017-03-01,"1,960",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-03-01,"1,849",4
Paris,The Chainsmokers,2017-03-01,"1,723",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-03-01,"1,616",6
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-03-01,"1,366",7
Issues,Julia Michaels,2017-03-01,"1,365",8
Call On Me - Ryan Riback Extended Remix,Starley,2017-03-01,"1,344",9
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-03-01,"1,266",10
Cold,"Maroon 5, Future",2017-03-01,"1,215",11
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-03-01,"1,192",12
Believer,Imagine Dragons,2017-03-01,"1,166",13
Castle on the Hill,Ed Sheeran,2017-03-01,"1,134",14
Solo Dance,Martin Jensen,2017-03-01,"1,091",15
Stay (with Alessia Cara),Zedd,2017-03-01,"1,088",16
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-03-01,"1,056",17
I Feel It Coming,"The Weeknd, Daft Punk",2017-03-01,"1,029",18
Shape of You,Ed Sheeran,2017-03-02,"3,655",1
It Ain't Me (with Selena Gomez),Kygo,2017-03-02,"2,147",2
Something Just Like This,"The Chainsmokers, Coldplay",2017-03-02,"2,116",3
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-03-02,"1,903",4
Paris,The Chainsmokers,2017-03-02,"1,831",5
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-03-02,"1,665",6
Issues,Julia Michaels,2017-03-02,"1,560",7
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-03-02,"1,491",8
Call On Me - Ryan Riback Extended Remix,Starley,2017-03-02,"1,476",9
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-03-02,"1,423",10
Cold,"Maroon 5, Future",2017-03-02,"1,350",11
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-03-02,"1,278",12
Believer,Imagine Dragons,2017-03-02,"1,255",13
Castle on the Hill,Ed Sheeran,2017-03-02,"1,236",14
Stay (with Alessia Cara),Zedd,2017-03-02,"1,236",15
Solo Dance,Martin Jensen,2017-03-02,"1,111",16
I Feel It Coming,"The Weeknd, Daft Punk",2017-03-02,"1,103",17
Say You Won't Let Go,James Arthur,2017-03-02,"1,085",18
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-03-02,"1,067",19
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-03-02,"1,056",20
That's What I Like,Bruno Mars,2017-03-02,"1,005",21
Weak,AJR,2017-03-02,"1,002",22
Shape of You,Ed Sheeran,2017-03-03,"4,616",1
Something Just Like This,"The Chainsmokers, Coldplay",2017-03-03,"2,095",2
Castle on the Hill,Ed Sheeran,2017-03-03,"2,076",3
It Ain't Me (with Selena Gomez),Kygo,2017-03-03,"2,063",4
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-03-03,"1,981",5
